765;-300
765;3200;k
0;730;z
8;681
32;572
79;463
135;354
218;245
302;169
381;114
461;76
539;49
619;22
698;5
778;0
857;0
937;5
1016;22
1096;44
1175;76
1254;125
1333;185
1413;278
1465;354
1512;463
1548;572
1564;681
1568;789
1564;898
1544;1007
1497;1116
1433;1225
1333;1328
1254;1383
1175;1426
1096;1465
1016;1492
619;1633
539;1661
461;1693
381;1737
302;1786
222;1857
135;1987
95;2096
71;2205
71;2314
75;2423
99;2532
143;2641
211;2750
302;2853
381;2907
461;2946
539;2967
619;2989
698;2995
778;3000
857;2991
937;2984
1016;2967
1096;2943
1175;2891
1254;2832
1322;2750
1393;2641
1437;2532
1476;2396;kz
