1634;1312;z
1475;1249
1370;1214
1265;1186
1159;1165
1054;1141
949;1126
843;1107
738;1093
632;1080
527;1062
422;1040
316;1001
211;936
105;838
42;732
11;627
0;522
13;416
45;311
114;206
221;100
316;50
422;16
527;3
632;0
738;5
843;16
949;40
1054;79
1159;132
1265;195
1370;290
1470;416
1533;522
1576;627
1607;732
1623;838
1633;943
1634;1049;kz
107;1739
142;1820
190;1892
263;1966
316;2008
422;2066
527;2108
632;2132
738;2145
843;2150
949;2150
1054;2142
1159;2124
1265;2097
1370;2058
1475;1997
1528;1944
1570;1892
1612;1786
1628;1681
1634;1576
1634;627
1639;522
1644;416
1653;311
1665;206
1681;100
1686;47;k
