1503;2400;z
1522;2300
1533;2200
1539;2100
1535;2000
1533;1954
1522;1886
1506;1820
1487;1753
1465;1687
1434;1620
1395;1553
1346;1487
1306;1441
1266;1397
1203;1346
1141;1300
1080;1268
1017;1241
955;1220
893;1210
831;1201
769;1200
702;1201
644;1210
583;1220
521;1241
458;1268
396;1300
335;1346
272;1397
231;1441
192;1487
143;1553
104;1620
73;1687
51;1753
32;1820
16;1886
5;1954
1;2020
0;2100
1;2180
5;2246
16;2314
32;2380
51;2447
73;2513
104;2580
143;2647
192;2713
231;2759
272;2803
335;2854
396;2900
458;2932
521;2959
583;2980
644;2990
702;2999
769;3000
831;2999
893;2990
955;2980
1017;2959
1080;2932
1141;2900
1203;2854
1266;2803
1306;2759
1346;2713
1395;2647
1434;2580
1465;2513
1494;2430
1524;2340
1535;2300
1567;2189
1592;2078
1613;1967
1632;1856
1643;1744
1648;1633
1650;1500
1648;1367
1643;1256
1632;1144
1613;1033
1592;922
1567;811
1533;700
1490;589
1436;478
1391;402
1346;328
1277;244
1208;167
1139;113
1071;69
1001;33
932;17
863;2
795;0
720;2
656;17
588;33
519;69
449;113
380;167
312;244
243;328
197;402
153;478
99;589;zk
