0;523;z
8;487
32;410
80;332
135;253
219;176
302;121
382;82
462;54
541;35
620;15
700;4
779;0
859;0
939;4
1018;15
1098;32
1178;54
1256;90
1336;133
1416;199
1468;253
1516;332
1552;410
1567;487
1571;566
1567;644
1547;721
1499;800
1436;878
1336;952
1256;991
1178;1022
1098;1049
1018;1069
620;1170
541;1190
462;1213
382;1245
302;1279
223;1330
135;1424
95;1502
72;1580
72;1658
76;1736
99;1814
143;1892
210;1970
302;2045
382;2084
462;2111
541;2126
620;2142
700;2146
779;2150
859;2143
939;2138
1018;2126
1098;2110
1178;2072
1256;2029
1325;1970
1396;1892
1440;1814
1480;1717;kz
950;3000;h
800;2800;kh
