0;0
0;3000
1166;3000
1239;2999
1300;2992
1368;2984
1435;2966
1502;2944
1570;2916
1637;2878
1704;2836
1748;2799
1792;2761
1844;2706
1885;2650
1919;2594
1943;2539
1964;2484
1982;2428
1993;2372
1998;2316
2000;2250
1998;2184
1993;2128
1982;2072
1964;2016
1943;1961
1919;1906
1885;1850
1844;1794
1792;1739
1748;1701
1704;1664
1637;1622
1570;1584
1502;1556
1435;1534
1368;1516
1300;1508
1239;1501
1166;1500
0;1500;k
2009;0;h
1525;781
1453;892
1386;1004
1314;1115
1256;1199
1166;1308
1076;1388
987;1444
897;1478
807;1494
717;1500;k
