0;1075;z
0;1076
2;1170
7;1250
18;1330
35;1409
57;1489
80;1569
114;1648
154;1728
206;1808
249;1861
293;1915
359;1975
426;2030
492;2069
559;2100
625;2126
692;2137
758;2148
825;2150
897;2148
958;2137
1025;2126
1091;2100
1158;2069
1224;2030
1291;1975
1357;1915
1401;1861
1444;1808
1496;1728
1536;1648
1570;1569
1593;1489
1615;1409
1632;1330
1643;1250
1648;1170
1650;1075
1648;979
1643;900
1632;820
1615;741
1593;661
1570;581
1536;502
1496;422
1444;342
1401;289
1357;235
1291;175
1224;119
1158;81
1091;50
1025;24
958;12
897;2
825;0
758;2
692;12
625;24
559;50
492;81
426;119
359;175
293;235
249;289
206;342
154;422
114;502
80;581
57;661
35;741
18;820
7;900
2;979
0;1074
0;1075;zk
0;2150
0;-1000;k
