0;1075;z
0;1076
2;1170
8;1250
19;1330
39;1409
62;1489
87;1569
124;1648
168;1728
225;1808
272;1861
319;1915
392;1975
464;2030
537;2069
610;2100
682;2126
755;2137
827;2148
900;2150
978;2148
1045;2137
1118;2126
1190;2100
1263;2069
1335;2030
1408;1975
1481;1915
1528;1861
1575;1808
1632;1728
1676;1648
1713;1569
1738;1489
1761;1409
1781;1330
1792;1250
1798;1170
1800;1075
1798;979
1792;900
1781;820
1761;741
1738;661
1713;581
1676;502
1632;422
1575;342
1528;289
1481;235
1408;175
1335;119
1263;81
1190;50
1118;24
1045;12
978;2
900;0
827;2
755;12
682;24
610;50
537;81
464;119
392;175
319;235
272;289
225;342
168;422
124;502
87;581
62;661
39;741
19;820
8;900
2;979
0;1074
0;1075;zk
