0;800;z
2;871
6;930
18;990
35;1049
57;1108
81;1167
114;1227
156;1286
209;1345
252;1385
296;1425
363;1470
430;1511
497;1540
564;1563
632;1582
699;1591
766;1599
833;1600
905;1599
968;1591
1034;1582
1102;1563
1170;1540
1236;1511
1303;1470
1371;1425
1415;1385
1458;1345
1511;1286
1553;1227
1586;1167
1610;1108
1631;1049
1648;990
1660;930
1664;871
1667;800
1664;729
1660;670
1648;610
1631;551
1610;492
1586;432
1553;373
1511;314
1458;255
1415;214
1371;175
1303;130
1236;89
1170;60
1102;37
1034;18
968;9
905;1
833;0
766;1
699;9
632;18
564;37
497;60
430;89
363;130
296;175
252;214
209;255
156;314
114;373
81;432
57;492
35;551
18;610
6;670
2;729
0;799
0;800;zk

104;2300;z
106;2362
110;2414
120;2466
135;2518
154;2570
175;2621
204;2673
241;2725
287;2777
325;2812
363;2847
421;2886
481;2922
540;2947
598;2968
657;2984
716;2992
774;2999
833;3000
897;2999
950;2992
1010;2984
1069;2968
1128;2947
1186;2922
1245;2886
1304;2847
1342;2812
1381;2777
1426;2725
1462;2673
1492;2621
1513;2570
1531;2518
1546;2466
1557;2414
1561;2362
1562;2300
1561;2238
1557;2186
1546;2134
1531;2082
1513;2030
1492;1978
1462;1927
1426;1875
1381;1823
1342;1788
1304;1753
1245;1714
1186;1678
1128;1653
1069;1632
1010;1615
950;1608
897;1601
833;1600
774;1601
716;1608
657;1615
598;1632
540;1653
481;1678
421;1714
363;1753
325;1788
287;1823
241;1875
204;1927
175;1978
154;2030
135;2082
120;2134
110;2186
106;2238
104;2299
104;2300;zk
