147;600;z
129;700
117;800
111;900
115;1000
118;1046
128;1114
144;1180
163;1247
185;1313
217;1380
255;1447
304;1513
344;1559
385;1603
447;1654
509;1700
571;1732
633;1759
696;1780
758;1790
820;1799
882;1800
949;1799
1007;1790
1069;1780
1131;1759
1193;1732
1256;1700
1317;1654
1380;1603
1421;1559
1461;1513
1509;1447
1548;1380
1579;1313
1601;1247
1620;1180
1637;1114
1648;1046
1651;980
1653;900
1651;820
1648;754
1637;686
1620;620
1601;553
1579;487
1548;420
1509;353
1461;287
1421;241
1380;197
1317;146
1256;100
1193;68
1131;41
1069;20
1007;10
949;1
882;0
820;1
758;10
696;20
633;41
571;68
509;100
447;146
385;197
344;241
304;287
255;353
217;420
185;487
156;570
126;660
115;700
83;811
58;922
37;1033
18;1144
7;1256
2;1367
0;1500
2;1633
7;1744
18;1856
37;1967
58;2078
83;2189
118;2300
160;2411
214;2522
259;2598
304;2672
374;2756
442;2833
511;2887
580;2931
650;2967
719;2983
788;2998
856;3000
931;2998
995;2983
1064;2967
1133;2931
1203;2887
1271;2833
1340;2756
1409;2672
1455;2598
1499;2522
1553;2411;zk
