0;1500;z
0;1501
3;1633
11;1744
29;1856
57;1967
91;2078
128;2189
182;2300
248;2411
331;2522
401;2598
470;2672
577;2756
684;2833
791;2887
898;2931
1004;2967
1111;2983
1218;2998
1325;3000
1440;2998
1539;2983
1645;2967
1752;2931
1859;2887
1966;2833
2073;2756
2180;2672
2249;2598
2319;2522
2402;2411
2468;2300
2522;2189
2559;2078
2593;1967
2621;1856
2639;1744
2647;1633
2650;1500
2647;1367
2639;1256
2621;1144
2593;1033
2559;922
2522;811
2468;700
2402;589
2319;478
2249;402
2180;328
2073;244
1966;167
1859;113
1752;69
1645;33
1539;17
1440;2
1325;0
1218;2
1111;17
1004;33
898;69
791;113
684;167
577;244
470;328
401;402
331;478
248;589
182;700
128;811
91;922
57;1033
29;1144
11;1256
3;1367
0;1499
0;1500;zk
