0;1500;z
0;1501
2;1633
7;1744
18;1856
36;1967
57;2078
81;2189
115;2300
157;2411
210;2522
254;2598
298;2672
366;2756
434;2833
501;2887
569;2931
637;2967
705;2983
772;2998
840;3000
913;2998
976;2983
1043;2967
1111;2931
1179;2887
1247;2833
1314;2756
1382;2672
1427;2598
1470;2522
1523;2411
1565;2300
1599;2189
1623;2078
1644;1967
1662;1856
1674;1744
1678;1633
1680;1500
1678;1367
1674;1256
1662;1144
1644;1033
1623;922
1599;811
1565;700
1523;589
1470;478
1427;402
1382;328
1314;244
1247;167
1179;113
1111;69
1043;33
976;17
913;2
840;0
772;2
705;17
637;33
569;69
501;113
434;167
366;244
298;328
254;402
210;478
157;589
115;700
81;811
57;922
36;1033
18;1144
7;1256
2;1367
0;1499
0;1500;zk
