1359;3000
211;3000
42;1527
44;1527
96;1597
139;1646
183;1692
250;1746
316;1794
382;1828
449;1857
516;1879
582;1889
648;1899
715;1900
787;1899
848;1889
914;1879
981;1857
1048;1828
1114;1794
1181;1746
1248;1692
1292;1646
1334;1597
1386;1527
1427;1457
1461;1386
1484;1316
1506;1245
1522;1176
1534;1104
1539;1034
1540;950
1539;866
1534;796
1522;724
1506;654
1484;584
1461;514
1427;443
1386;373
1334;303
1292;254
1248;208
1181;154
1114;106
1048;72
981;43
914;21
848;11
787;1
715;0
648;1
582;11
516;21
449;43
382;72
316;106
250;154
183;208
139;254
96;303
44;373
3;443;zk
