1543;422;z
1490;342
1445;289
1400;235
1332;175
1263;119
1194;81
1126;50
1057;24
989;12
926;2
851;0
783;2
714;12
645;24
577;50
508;81
439;119
371;175
302;235
257;289
213;342
160;422
117;502
82;581
58;661
37;741
18;820
7;900
2;979
0;1075
2;1170
7;1250
18;1330
37;1409
58;1489
82;1569
117;1648
160;1728
213;1808
257;1861
302;1915
371;1975
439;2030
508;2069
577;2100
645;2126
714;2137
783;2148
851;2150
926;2148
989;2137
1057;2126
1126;2100
1194;2069
1263;2030
1332;1975
1400;1915
1445;1861
1490;1808
1543;1728
1586;1648
1620;1569
1644;1489
1666;1409
1684;1330
1696;1250
1701;1170
1703;1075
0;1075;kz

900;0
792;-117
696;-234
606;-351
540;-468
520;-526
504;-585
502;-644
504;-702
520;-760
540;-819
576;-878
648;-936
720;-965
840;-989
900;-994
960;-977;k

