2183;112
2074;201
1970;310
1866;424
598;1994
525;2098
468;2202
421;2306
395;2410
400;2514
421;2617
468;2721
541;2825
619;2888
722;2945
826;2981
930;3000
1034;2997
1138;2978
1242;2945
1346;2883
1409;2825
1481;2721
1523;2617
1533;2514
1533;2410
1512;2306
1460;2202
1398;2098
1346;2035
1242;1937
1138;1874
1034;1817
619;1578
515;1521
411;1453
307;1375
192;1266
109;1162
52;1058
21;954
0;850
0;746
14;642
42;538
88;435
156;331
239;227
307;164
411;97
515;45
619;24
722;3
826;0
930;3
1034;29
1138;65
1242;112
1346;180
1409;227
1523;331
1606;435
1684;538
1757;642
1817;746
1881;850
1933;954
1975;1058
2017;1162;k
